Time–Die Zeit_Die Zeiten
Ape–Der Affe_Die Affen
Stagger–Der Staffelungs_Die Wankt
Pussy–Die Fotze_Die Fotzen
Collector–Der Sammler_Die Kollektoren
Earthquake–Das Erdbeben_Die Erdbeben
Flake–Die Flocke_Die Flocken
Syllable–Die Silbe_Die Silben
Bouquet–Das Bouquet_Die Blumensträuße
Selection–Die Auswahl_Die Selektionen
Vow–Der Schwur_Die Gelübde
Granddaughter–Die Enkelin_Die Enkel
Symptom–Das Symptom_Die Symptome
Scenario–Das Szenario_Die Szenarien
Riot–Der Aufruhr_Die Unruhen
Timing–Das Timing_Die Zeitpunkte
Burger–Der Burger_Die Burger
Plus–Die Plus_Die Pluspunkte
Sparrow–Der Spatz_Die Spatzen
Embassy–Die Botschaft_Die Botschaften
Podium–Das Podium_Die Podestplätze
Accusation–Der Vorwurf_Die Vorwürfe
Manor–Das Herrenhaus_Die Herrenhäuser
Shuffling–Das Schlurfen_Die Shufflings
Dolphin–Der Delfin_Die Delphine
Kettle–Der Wasserkocher_Die Kessel
Trooper–Der Soldat_Die Soldaten
Salvation–Die Rettung_Die Rettungen
Vet–Der Tierarzt_Die Tierärzte
Runway–Die Landebahn_Die Start Und Landebahnen
Poppy–Der Mohn_Der Mohn
Upstairs–Im Obergeschoss_Die Upstairses
Lava–Die Lava_Die Laven
Inspiration–Die Inspiration_Die Inspirationen
Bosom–Der Busen_Die Busen
Intruder–Der Eindringling_Die Eindringlinge
Supermarket–Der Supermarkt_Die Supermärkte
Trophy–Der Pokal_Die Trophäen
Jealousy–Die Eifersucht_Die Eifersucht
Warden–Der Aufseher_Des Direktors
Passageway–Der Durchgang_Die Durchgänge
Marina–Der Yachthafen_Die Jachthäfen
Farewell–Das Lebewohl_Die Abschiede
Belongings–Die Gegenstände_Der Zugehörigkeit
Procession–Die Prozession_Die Prozessionen
Astronaut–Der Astronaut_Die Astronauten
Crotch–Der Schritt_Die Gabelungen
Sweep–Die Sweep_Die Sweeps
Recovery–Die Erholung_Die Wiederfindungen
Harness–Der Kabelbaum_Die Kabelbäume
Anguish–Die Angst_Die Ängste
Logo–Das Logo_Die Logos
Litter–Der Wurf_Die Würfe
Marine–Die Marine_Die Marines
Resentment–Der Groll_Die Ressentiments
CoOp–Der CoOp_Die Genossenschaften
Drake–The Drake_Die Drachen
Gypsy–Der Zigeuner_Die Zigeuner
Imitation–Die Nachahmung_Die Imitationen
Employer–Der Arbeitgeber_Arbeitgeber
Freshman–Der Neuling_Die Freshmans
Phenomenon–Das Phänomen_Die Phänomene
Flute–Die Flöte_Die Flöten
Greek–Der Grieche_Die Griechen
Condo–Die Wohnung_Die Eigentumswohnungen
Forefinger–Der Zeigefinger_Die Zeigefingern
Burial–Das Begräbnis_Die Bestattungen
Republic–Die Republik_Die Republiken
Emerald–Der Smaragd_Die Smaragde
Bathrobe–Der Bademantel_Die Bademäntel
Testimony–Das Zeugnis_Die Zeugenaussagen
Hinge–Das Scharnier_Die Scharniere
Bakery–Die Bäckerei_Die Bäckereien
Context–Der Kontext_Die Kontexte
Bargain–Das Schnäppchen_Die Schnäppchen
Saying–Das Sprichwort_Die Sprüche
Foreman–Der Vorarbeiter_Die Foremans
Swan–Der Schwan_Die Schwäne
Flannel–Die Flanell_Die Waschlappen
Indication–Die Angabe_Die Indikationen
Significance–Die Signifikanz_Die Bedeutungen
Beetle–Der Käfer_Die Käfer
Learning–Die Lern_Die Erkenntnisse
Pub–Das Lokal_Die Pubs
Fraction–Die Fraktion_Die Fraktionen
Trout–Die Forelle_Die Forellen
Crust–Die Kruste_Die Krusten
Overcoat–Die Überzugs_Die Mäntel
Glint–Das Glitzern_Die Reflexen
Medal–Die Medaille_Die Medaillen
Perception–Die Wahrnehmung_Die Wahrnehmungen
Welcome–Das Willkommen_Die Willkommen
Dictionary–Das Wörterbuch_Die Wörterbücher
Metaphor–Die Metapher_Die Metaphern
Poverty–Die Armut_Die Poverties
Main–Die Haupt_Netz
Climb–Der Anstieg_Die Anstiege
Leash–Die Leine_Die Leinen
